1309793943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1309794799 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1309795745 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1309847101 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
1309847390 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
1309850847 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309854098 3 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309857787 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309860845 5 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309860922 6 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309860945 7 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309861143 8 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309861211 9 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309861236 10 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309863437 11 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309864254 12 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309864268 13 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309869840 14 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309870504 15 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309870525 16 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309870789 17 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309872043 18 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309872395 19 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309874682 20 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309874704 21 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309877189 22 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309951089 22 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309952739 22 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309953618 22 0 0 0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309957834 22 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
1309962051 22 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965068 23 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965082 24 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965108 25 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965142 26 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965172 27 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309965232 28 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309966697 29 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309967676 30 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309968074 31 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309968094 32 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309970492 32 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1309975743 32 0 0 0 6 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
1310030046 32 0 0 0 6 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
1310030477 36 0 0 0 6 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
1310032120 37 0 0 0 6 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
1310032458 37 0 0 0 7 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
1310032462 37 0 0 0 8 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
1310046118 37 0 0 0 9 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
1310114225 37 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310123982 38 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310128749 38 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310128870 38 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310133286 39 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310133344 40 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310133366 41 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310140695 42 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310140873 43 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310374313 43 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310377946 44 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310380802 45 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310381175 46 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310381220 47 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310386008 47 0 0 0 10 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
1310386313 47 0 0 0 10 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0
1310387764 47 0 0 0 10 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0
1310392744 48 0 0 0 10 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0
1310393134 48 0 0 0 11 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0
1310394206 48 0 0 0 11 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310458960 49 0 0 0 11 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310461488 50 0 0 0 11 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310463502 51 0 0 0 11 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310468862 51 0 0 0 12 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310469619 51 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310478540 51 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310480334 51 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310483372 51 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310483605 51 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310485332 52 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310486766 53 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310486950 54 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310487040 55 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310487246 56 0 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310553542 56 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310553794 57 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310554421 58 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310554441 59 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310555103 60 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310555121 61 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310555197 62 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310559311 63 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310559539 64 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310559757 65 0 0 0 14 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310560277 65 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310567318 66 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310567739 67 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310568881 68 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310569050 69 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310573489 69 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310574637 69 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310575711 70 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310629483 71 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310629506 72 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310630433 73 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310630774 74 0 0 0 15 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310636971 74 0 0 0 16 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310637809 75 0 0 0 16 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310638038 75 0 0 0 17 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0
1310638578 75 0 0 0 17 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310641620 75 0 0 0 18 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310646418 75 0 0 0 19 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310646868 76 0 0 0 19 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310646891 77 0 0 0 19 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310647068 78 0 0 0 19 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
1310647899 78 0 0 0 19 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310648027 78 0 0 0 20 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310649481 78 0 0 0 20 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310649605 78 0 0 0 21 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310650009 78 0 0 0 22 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310650013 87 0 0 0 22 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310650955 87 0 0 0 23 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
1310651335 88 0 0 0 23 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0
1310651789 88 0 0 0 24 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0
1310975793 88 0 0 0 24 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0
1310986342 88 0 0 0 25 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0
1310988124 88 0 0 0 25 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0
1310989745 88 0 0 0 26 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0
1310999583 88 0 0 0 26 0 0 0 0 0 0 0 0 0 17 1 0 0 0 0
