1998-01 4
1999-01 3
1999-08 7
1999-09 8
1999-10 15
1999-11 9
1999-12 13
2000-01 8
2000-02 17
2000-03 16
2000-04 11
2000-05 37
2000-06 50
2000-07 60
2000-08 42
2000-09 61
2000-10 40
2000-11 29
2000-12 31
2001-01 47
2001-02 44
2001-03 50
2001-04 22
2001-05 70
2001-06 47
2001-07 64
2001-08 34
2001-09 30
2001-10 37
2001-11 44
2001-12 57
2002-01 64
2002-02 87
2002-03 122
2002-04 90
2002-05 73
2002-06 92
2002-07 56
2002-08 91
2002-09 121
2002-10 87
2002-11 72
2002-12 138
2003-01 146
2003-02 93
2003-03 90
2003-04 98
2003-05 145
2003-06 122
2003-07 226
2003-08 219
2003-09 161
2003-10 245
2003-11 186
2003-12 270
2004-01 185
2004-02 201
2004-03 170
2004-04 138
2004-05 137
2004-06 94
2004-07 118
2004-08 91
2004-09 109
2004-10 144
2004-11 201
2004-12 174
2005-01 110
2005-02 130
2005-03 136
2005-04 124
2005-05 104
2005-06 115
2005-07 136
2005-08 146
2005-09 197
2005-10 103
2005-11 132
2005-12 104
2006-01 64
2006-02 95
2006-03 40
2006-04 29
2006-05 46
2006-06 141
2006-07 155
2006-08 110
2006-09 192
2006-10 156
2006-11 36
2006-12 74
2007-01 89
2007-02 202
2007-03 66
2007-04 75
2007-05 91
2007-06 205
2007-07 163
2007-08 243
2007-09 156
2007-10 187
2007-11 238
2007-12 733
2008-01 508
2008-02 268
2008-03 193
2008-04 224
2008-05 312
2008-06 361
2008-07 317
2008-08 609
2008-09 566
2008-10 375
2008-11 173
2008-12 444
2009-01 370
2009-02 481
2009-03 297
2009-04 141
2009-05 183
2009-06 210
2009-07 288
2009-08 276
2009-09 385
2009-10 308
2009-11 217
2009-12 154
2010-01 211
2010-02 209
2010-03 300
2010-04 397
2010-05 344
2010-06 207
2010-07 215
2010-08 279
2010-09 205
2010-10 240
2010-11 268
2010-12 349
2011-01 262
2011-02 222
2011-03 225
2011-04 170
2011-05 370
2011-06 442
2011-07 323
2011-08 218
2011-09 183
2011-10 202
2011-11 306
2011-12 230
2012-01 199
2012-02 294
2012-03 308
2012-04 257
2012-05 309
2012-06 378
2012-07 312
2012-08 276
2012-09 179
2012-10 289
2012-11 666
2012-12 533
2013-01 316
2013-02 447
2013-03 373
2013-04 408
2013-05 434
2013-06 627
2013-07 543
2013-08 412
2013-09 325
2013-10 364
2013-11 420
2013-12 481
2014-01 256
2014-02 267
2014-03 252
2014-04 268
2014-05 465
2014-06 276
2014-07 343
2014-08 276
2014-09 334
2014-10 424
2014-11 413
2014-12 404
2015-01 308
2015-02 65
