1 1207
2 1659
3 1863
4 1898
5 1818
6 1839
7 1949
8 2052
9 2206
10 2058
11 1652
12 1460
13 1579
14 1748
15 2083
16 2383
17 2259
18 1567
19 1038
20 834
21 666
22 712
23 986
24 1008
